"NAICS","NAICS Index Item","Source","Revision"
"424430","Ice cream merchant wholesalers","NAICS MANUAL",""
"424430","Ice milk, merchant wholesalers","2017 ADD",""
"424430","Milk, fluid (except canned), merchant wholesalers","NAICS MANUAL",""
"424430","Prepared foods, frozen dairy, merchant wholesalers","NAICS MANUAL",""
"424430","Raw milk merchant wholesalers","2017 ADD",""
"424430","Yogurt merchant wholesalers","NAICS MANUAL",""
"424440","Chicken and chicken products (except canned and packaged frozen) merchant wholesalers","NAICS MANUAL",""
"424440","Eggs merchant wholesalers","NAICS MANUAL",""
"424440","Fresh poultry merchant wholesalers","NAICS MANUAL",""
"424440","Frozen poultry (except packaged) merchant wholesalers","NAICS MANUAL",""
"424440","Packaged poultry (except canned and frozen) merchant wholesalers","2017 ADD",""
"424440","Poultry and poultry products (except canned, packaged frozen) merchant wholesalers","NAICS MANUAL",""
"424440","Poultry pies (except packaged frozen) merchant wholesalers","2017 ADD",""
"424440","Poultry, live and dressed, merchant wholesalers","NAICS MANUAL",""
"424440","Processed poultry (e.g., luncheon) merchant wholesalers","NAICS MANUAL",""
"424440","Turkey and turkey products (except canned and packaged frozen) merchant wholesalers","NAICS MANUAL",""
"424450","Candy merchant wholesalers","NAICS MANUAL",""
"424450","Cheese confections (e.g., curls, puffs) merchant wholesalers","NAICS MANUAL",""
"424450","Chewing gum merchant wholesalers","NAICS MANUAL",""
"424450","Chips (e.g., corn, potato) merchant wholesalers","NAICS MANUAL",""
"424450","Chocolate candy merchant wholesalers","NAICS MANUAL",""
"424450","Concentrates, fountain (except soft drink), merchant wholesalers","2017 ADD",""
"424450","Confectionery merchant wholesalers","NAICS MANUAL",""
"424450","Corn chips and related corn snacks merchant wholesalers","NAICS MANUAL",""
"424450","Fountain fruits and syrups (except soft drink) merchant wholesalers","2017 ADD",""
"424450","Fountain syrups (except soft drink) merchant wholesalers","2017 ADD",""
"424450","Fruit concentrates, fountain, merchant wholesalers","2017 ADD",""
"424450","Gum, chewing, merchant wholesalers","NAICS MANUAL",""
"424450","Nuts (e.g., canned, roasted, salted) merchant wholesalers","NAICS MANUAL",""
"424450","Popcorn merchant wholesalers","NAICS MANUAL",""
"424450","Potato chips and related snacks merchant wholesalers","NAICS MANUAL",""
"424450","Seeds (e.g., canned, roasted, salted) merchant wholesalers","NAICS MANUAL",""
"424450","Syrups, fountain (except soft drink), merchant wholesalers","2017 ADD",""
"424450","Toppings, fountain, merchant wholesalers","2017 ADD",""
"424460","Cured fish merchant wholesalers","NAICS MANUAL",""
"424460","Fish (except canned, packaged frozen) merchant wholesalers","NAICS MANUAL",""
"424460","Fish, salted or preserved (except canned), merchant wholesalers","2017 ADD",""
"424460","Fresh fish merchant wholesalers","NAICS MANUAL",""
"424460","Fresh seafood merchant wholesalers","NAICS MANUAL",""
"424460","Frozen fish (except packaged) merchant wholesalers","NAICS MANUAL",""
"424460","Frozen seafood (except packaged) merchant wholesalers","NAICS MANUAL",""
"424460","Seafood (except canned, packaged frozen) merchant wholesalers","NAICS MANUAL",""
"424470","Cutting of purchased carcasses (except boxed meat cut on an assembly line basis) merchant wholesalers","2017 ADD",""
"424470","Deli meats merchant wholesalers","2017 ADD",""
"424470","Fresh meats merchant wholesalers","NAICS MANUAL",""
"424470","Frozen meats (except packaged) merchant wholesalers","NAICS MANUAL",""
"424470","Lard merchant wholesalers","NAICS MANUAL",""
"424470","Meats and meat products (except canned, packaged frozen) merchant wholesalers","NAICS MANUAL",""
"424470","Meats, cured or smoked, merchant wholesalers","NAICS MANUAL",""
"424470","Meats, fresh, merchant wholesalers","NAICS MANUAL",""
"424470","Meats, frozen (except packaged), merchant wholesalers","NAICS MANUAL",""
"424470","Processed meats (e.g., luncheon, sausage) merchant wholesalers","NAICS MANUAL",""
"424480","Berries, fresh, merchant wholesalers","NAICS MANUAL",""
"424480","Fresh fruits, vegetables and berry merchant wholesalers","BLS SINGULAR",""
"424480","Fresh fruits, vegetables, and berries merchant wholesalers","2017 ADD",""
"424480","Fruits, fresh, merchant wholesalers","NAICS MANUAL",""
"424480","Health foods, fresh fruits and vegetables, merchant wholesalers","NAICS MANUAL",""
"424480","Produce, fresh, merchant wholesalers","NAICS MANUAL",""
"424480","Salads, prepackaged, merchant wholesalers","2017 ADD",""
"424480","Vegetables, fresh, merchant wholesalers","NAICS MANUAL",""
"424490","Baby foods, canned, merchant wholesalers","NAICS MANUAL",""
"424490","Bakery products (except frozen) merchant wholesalers","NAICS MANUAL",""
"424490","Beans, dry edible, merchant wholesalers","2017 ADD",""
"424490","Beverage bases merchant wholesalers","NAICS MANUAL",""
"424490","Beverage concentrates merchant wholesalers","NAICS MANUAL",""
"424490","Bottled water (except water treating) merchant wholesalers","NAICS MANUAL",""
"424490","Bread, packaged (except frozen), merchant wholesalers","2017 ADD",""
"424490","Breakfast cereals merchant wholesalers","NAICS MANUAL",""
"424490","Brewers' yeast merchant wholesalers","NAICS MANUAL",""
"424490","Butter substitutes merchant wholesalers","2017 ADD",""
"424490","Cane sugar, refined, merchant wholesalers","NAICS MANUAL",""
"424490","Canned foods (e.g., fish, meat, seafood, soups) merchant wholesalers","NAICS MANUAL",""
"424490","Carbonated beverages merchant wholesalers","2017 ADD",""
"424490","Cereal products merchant wholesalers","NAICS MANUAL",""
"424490","Chocolate (except candy) merchant wholesalers","NAICS MANUAL",""
"424490","Chocolate coatings merchant wholesalers","2017 ADD",""
"424490","Chocolate syrups (except fountain) merchant wholesalers","2017 ADD",""
"424490","Coffee merchant wholesalers","NAICS MANUAL",""
"424490","Cookies merchant wholesalers","NAICS MANUAL",""
"424490","Cooking oils merchant wholesalers","NAICS MANUAL",""
"424490","Corn milling products (except pet and livestock feeds) merchant wholesalers","2017 ADD",""
"424490","Cornmeal, edible, merchant wholesalers","NAICS MANUAL",""
"424490","Crackers merchant wholesalers","2017 ADD",""
"424490","Creamery products, canned, merchant wholesalers","NAICS MANUAL",""
"424490","Dairy products, dried or canned, merchant wholesalers","NAICS MANUAL",""
"424490","Dessert powders merchant wholesalers","2017 ADD",""
"424490","Dried foods (e.g., fruits, milk, vegetables) merchant wholesalers","NAICS MANUAL",""
"424490","Fish, canned, merchant wholesalers","NAICS MANUAL",""
"424490","Flavoring extracts (except for fountain use) merchant wholesalers","NAICS MANUAL",""
"424490","Flour merchant wholesalers","NAICS MANUAL",""
"424490","Fruits, canned, merchant wholesalers","NAICS MANUAL",""
"424490","Gelatin, edible, merchant wholesalers","NAICS MANUAL",""
"424490","Health foods (except fresh fruits, vegetables) merchant wholesalers","NAICS MANUAL",""
"424490","Honey merchant wholesalers","NAICS MANUAL",""
"424490","Hop extract merchant wholesalers","NAICS MANUAL",""
"424490","Ice cream cones merchant wholesalers","NAICS MANUAL",""
"424490","Jellies and jams merchant wholesalers","NAICS MANUAL",""
"424490","Jelly and jams merchant wholesalers","BLS SINGULAR",""
"424490","Juices, canned or fresh, merchant wholesalers","NAICS MANUAL",""
"424490","Macaroni merchant wholesalers","NAICS MANUAL",""
"424490","Malt extract merchant wholesalers","NAICS MANUAL",""
"424490","Malt merchant wholesalers","NAICS MANUAL",""
"424490","Maple syrup merchant wholesalers","2017 ADD",""
"424490","Margarine merchant wholesalers","NAICS MANUAL",""
"424490","Marmalade merchant wholesalers","2017 ADD",""
"424490","Meats, canned, merchant wholesalers","NAICS MANUAL",""
"424490","Milk, canned or dried, merchant wholesalers","NAICS MANUAL",""
"424490","Mixes (e.g., cake, dessert, pie) merchant wholesalers","NAICS MANUAL",""
"424490","Molasses merchant wholesalers","NAICS MANUAL",""
"424490","Oils, cooking and salad, merchant wholesalers","NAICS MANUAL",""
"424490","Pet food merchant wholesalers","NAICS MANUAL",""
"424490","Pizzas (except frozen) merchant wholesalers","NAICS MANUAL",""
"424490","Poultry, canned, merchant wholesalers","NAICS MANUAL",""
"424490","Prepared foods (except frozen) merchant wholesalers","NAICS MANUAL",""
"424490","Pretzels (except frozen) merchant wholesalers","NAICS MANUAL",""
"424490","Rice, polished, merchant wholesalers","NAICS MANUAL",""
"424490","Salad dressings merchant wholesalers","NAICS MANUAL",""
"424490","Salad oils merchant wholesalers","NAICS MANUAL",""
"424490","Salt, table, merchant wholesalers","NAICS MANUAL",""
"424490","Sandwiches merchant wholesalers","NAICS MANUAL",""
"424490","Sausage casings merchant wholesalers","NAICS MANUAL",""
"424490","Seafood, canned, merchant wholesalers","NAICS MANUAL",""
"424490","Shortening, vegetable, merchant wholesalers","NAICS MANUAL",""
"424490","Soft drinks merchant wholesalers","NAICS MANUAL",""
"424490","Soups (except frozen) merchant wholesalers","NAICS MANUAL",""
"424490","Spaghetti merchant wholesalers","NAICS MANUAL",""
"424490","Spices merchant wholesalers","NAICS MANUAL",""
"424490","Sport energy drinks merchant wholesalers","2017 ADD",""
"424490","Sugar, refined, merchant wholesalers","NAICS MANUAL",""
"424490","Syrup (except fountain) merchant wholesalers","NAICS MANUAL",""
"424490","Tea merchant wholesalers","NAICS MANUAL",""
"424490","Toppings (except fountain) merchant wholesalers","NAICS MANUAL",""
"424490","Vegetables, canned, merchant wholesalers","NAICS MANUAL",""
"424490","Water, bottled (except water treating), merchant wholesalers","NAICS MANUAL",""
"424490","Yeast merchant wholesalers","NAICS MANUAL",""
"424510","Beans, dry inedible, merchant wholesalers","2017 ADD",""
"424510","Corn, raw (except seed corn), merchant wholesalers","2017 ADD",""
"424510","Dry beans, inedible, merchant wholesalers","2017 ADD",""
"424510","Grain elevators merchant wholesalers","2017 ADD",""
"424510","Grain merchant wholesalers","NAICS MANUAL",""
"424510","Rice, unpolished, merchant wholesalers","NAICS MANUAL",""
"424510","Soybeans merchant wholesalers","NAICS MANUAL",""
"424510","Wheat merchant wholesalers","2017 ADD",""
"424520","Auction markets, livestock (except horses, mules), merchant wholesalers","2017 ADD",""
"424520","Cattle merchant wholesalers","NAICS MANUAL",""
"424520","Goats merchant wholesalers","NAICS MANUAL",""
"424520","Hogs merchant wholesalers","NAICS MANUAL",""
"424520","Livestock (except horses, mules, and feedlots), merchant wholesalers","2017 ADD",""
"424520","Sheep merchant wholesalers","NAICS MANUAL",""
"424520","Swine merchant wholesalers","NAICS MANUAL",""
"424590","Animal hair, wool, or mohair merchant wholesalers","2017 ADD",""
"424590","Auction markets, tobacco, horses, mules, merchant wholesalers","2017 ADD",""
"424590","Bees merchant wholesalers","2017 ADD",""
"424590","Bovine semen merchant wholesalers","NAICS MANUAL",""
"424590","Bristles merchant wholesalers","NAICS MANUAL",""
"424590","Broomcorn merchant wholesalers","NAICS MANUAL",""
"424590","Chicks, live, merchant wholesalers","2017 ADD",""
"424590","Cocoa beans merchant wholesalers","NAICS MANUAL",""
"424590","Cotton, raw, merchant wholesalers","NAICS MANUAL",""
"424590","Feathers merchant wholesalers","NAICS MANUAL",""
"424590","Fibers, vegetable, merchant wholesalers","NAICS MANUAL",""
"424590","Furs, raw, merchant wholesalers","NAICS MANUAL",""
"424590","Hides merchant wholesalers","NAICS MANUAL",""
"424590","Hops merchant wholesalers","NAICS MANUAL",""
"424590","Horses merchant wholesalers","NAICS MANUAL",""
"424590","Leaf tobacco merchant wholesalers","NAICS MANUAL",""
"424590","Marijuana merchant wholesalers","2017 ADD",""
"424590","Mohair, raw, merchant wholesalers","NAICS MANUAL",""
"424590","Mules merchant wholesalers","NAICS MANUAL",""
"424590","Nuts, unprocessed or shelled only, merchant wholesalers","NAICS MANUAL",""
"424590","Oil kernels merchant wholesalers","NAICS MANUAL",""
"424590","Oil nuts merchant wholesalers","NAICS MANUAL",""
"424590","Oilseeds merchant wholesalers","NAICS MANUAL",""
"424590","Peanuts, bulk, unprocessed, merchant wholesalers","2017 ADD",""
"424590","Pelts, raw, merchant wholesalers","NAICS MANUAL",""
"424590","Raw farm products (except field beans, grains) merchant wholesalers","NAICS MANUAL",""
"424590","Semen, bovine, merchant wholesalers","NAICS MANUAL",""
"424590","Silk, raw, merchant wholesalers","NAICS MANUAL",""
"424590","Skins, raw, merchant wholesalers","NAICS MANUAL",""
"424590","Sod, merchant wholesalers","2017 ADD",""
"424590","Spices, raw, merchant wholesalers","2017 ADD",""
"424590","Sugar, raw, merchant wholesalers","NAICS MANUAL",""
"424590","Tobacco, leaf, merchant wholesalers","NAICS MANUAL",""
"424590","Wool tops and noils merchant wholesalers","NAICS MANUAL",""
"424590","Wool, raw, merchant wholesalers","NAICS MANUAL",""
"424610","Cellulose film merchant wholesalers","2017 ADD",""
"424610","Foam, plastics, resins and shapes, merchant wholesalers","NAICS MANUAL",""
"424610","Nylon resins merchant wholesalers","2017 ADD",""
"424610","Plasticizers merchant wholesalers","NAICS MANUAL",""
"424610","Plastics basic shapes (e.g., film, rod, sheet, sheeting, tubing) merchant wholesalers","NAICS MANUAL",""
"424610","Plastics foam merchant wholesalers","NAICS MANUAL",""
"424610","Plastics materials merchant wholesalers","NAICS MANUAL",""
"424610","Plastics resins merchant wholesalers","NAICS MANUAL",""
"424610","Polyester resins merchant wholesalers","2017 ADD",""
"424610","Resins, plastics, merchant wholesalers","NAICS MANUAL",""
"424610","Stabilizers, plastic, merchant wholesalers","2017 ADD",""
"424690","Acids merchant wholesalers","NAICS MANUAL",""
"424690","Adhesives and sealants merchant wholesalers","NAICS MANUAL",""
"424690","Alcohol, industrial, merchant wholesalers","NAICS MANUAL",""
"424690","Alkalies merchant wholesalers","NAICS MANUAL",""
"424690","Ammonia (except fertilizer material) merchant wholesalers","NAICS MANUAL",""
"424690","Antifreeze merchant wholesalers","NAICS MANUAL",""
"424690","Aromatic chemicals merchant wholesalers","NAICS MANUAL",""
